p_x,p_y,p_z,dp_x,dp_y,dp_z,q_w,q_x,q_y,q_z,omega_x,omega_y,omega_z
-0.437593,1.08177,-0.997755,0.0557665,-0.281699,0.00517317,0.607188,-0.00318286,-0.0109364,0.794477,-0.000160937,-0.00423712,0.190417
-0.436947,1.07889,-0.997713,0.0568769,-0.282562,0.00505043,0.606809,-0.00318065,-0.0109435,0.794766,-0.0014292,-0.00456793,0.190739
-0.436947,1.07889,-0.997713,0.0568769,-0.282562,0.00505043,0.60643,-0.00317813,-0.01095,0.795055,-0.00017834,-0.00431856,0.191116
-0.43629,1.07599,-0.997673,0.0579799,-0.283397,0.00491319,0.606049,-0.00317581,-0.0109572,0.795345,-0.00146074,-0.00465641,0.191437
-0.43629,1.07599,-0.997673,0.0579799,-0.283397,0.00491319,0.605668,-0.00317326,-0.0109641,0.795636,-0.000321002,-0.00442888,0.191814
-0.435622,1.07309,-0.997634,0.0591232,-0.2844,0.00477883,0.605286,-0.00317095,-0.0109717,0.795926,-0.0015863,-0.00475918,0.192135
-0.435622,1.07309,-0.997634,0.0591232,-0.2844,0.00477883,0.604903,-0.00316815,-0.0109786,0.796217,-0.0001441,-0.00451023,0.192512
-0.434942,1.07018,-0.997597,0.0602113,-0.285141,0.0046568,0.604519,-0.0031653,-0.0109859,0.796509,-0.00128555,-0.00484707,0.192833
-0.434942,1.07018,-0.997597,0.0602113,-0.285141,0.0046568,0.604135,-0.00316209,-0.0109925,0.7968,-4.04231e-05,-0.00458481,0.193209
-0.434252,1.06726,-0.997561,0.0613057,-0.285916,0.00451414,0.603749,-0.00315912,-0.0109999,0.797092,-0.00137288,-0.00492434,0.193529
-0.434252,1.06726,-0.997561,0.0613057,-0.285916,0.00451414,0.603363,-0.00315596,-0.0110068,0.797385,-0.000182335,-0.00465788,0.193906
-0.43355,1.06433,-0.997527,0.0624447,-0.286889,0.00438479,0.603053,-0.00315357,-0.0110128,0.797619,-0.00127065,-0.00492809,0.194162
-0.43355,1.06433,-0.997527,0.0624447,-0.286889,0.00438479,0.602588,-0.00314997,-0.011022,0.79797,-0.000295219,-0.00477213,0.194612
-0.432837,1.06139,-0.997494,0.0635313,-0.287606,0.00423741,0.602199,-0.00314694,-0.01103,0.798264,-0.00149114,-0.00510836,0.194931
-0.432837,1.06139,-0.997494,0.0635313,-0.287606,0.00423741,0.601809,-0.00314358,-0.0110374,0.798557,-0.000245195,-0.00483012,0.195305
-0.432113,1.05845,-0.997463,0.064667,-0.288566,0.00409752,0.601419,-0.00314052,-0.0110455,0.798851,-0.00159272,-0.005165,0.195624
-0.432113,1.05845,-0.997463,0.064667,-0.288566,0.00409752,0.601027,-0.00313706,-0.011053,0.799146,-0.000213884,-0.00491454,0.195999
-0.431378,1.0555,-0.997433,0.0657728,-0.289359,0.00395738,0.600635,-0.00313366,-0.0110611,0.799441,-0.00142063,-0.00525702,0.196319
-0.431378,1.0555,-0.997433,0.0657728,-0.289359,0.00395738,0.600242,-0.00312993,-0.0110686,0.799736,-0.000213011,-0.0050158,0.196693
-0.430631,1.05254,-0.997405,0.066875,-0.290148,0.00381241,0.599848,-0.00312641,-0.0110768,0.800031,-0.00148801,-0.00535154,0.197012
-0.430631,1.05254,-0.997405,0.066875,-0.290148,0.00381241,0.599454,-0.00312258,-0.0110845,0.800327,-0.000214116,-0.00508193,0.197387
-0.429874,1.04957,-0.997378,0.0679864,-0.290957,0.00367074,0.599058,-0.00311898,-0.0110929,0.800623,-0.00154086,-0.00542325,0.197706
-0.429874,1.04957,-0.997378,0.0679864,-0.290957,0.00367074,0.598662,-0.00311512,-0.0111008,0.800919,-0.000288762,-0.00515787,0.198081
-0.429105,1.04659,-0.997353,0.0691312,-0.291913,0.00352726,0.598265,-0.0031115,-0.0111095,0.801216,-0.0016034,-0.00549619,0.1984
-0.429105,1.04659,-0.997353,0.0691312,-0.291913,0.00352726,0.597866,-0.00310742,-0.0111174,0.801513,-0.00015422,-0.00523548,0.198774
-0.428325,1.04361,-0.997329,0.0702702,-0.292844,0.00338967,0.597468,-0.00310337,-0.0111258,0.80181,-0.00138901,-0.00559128,0.199093
-0.428325,1.04361,-0.997329,0.0702702,-0.292844,0.00338967,0.597068,-0.00309876,-0.0111334,0.802108,8.6552e-05,-0.00534161,0.199467
-0.427533,1.04062,-0.997307,0.0713693,-0.293563,0.00324379,0.596667,-0.00309412,-0.0111414,0.802406,-0.00111377,-0.00569917,0.199786
-0.427533,1.04062,-0.997307,0.0713693,-0.293563,0.00324379,0.596266,-0.00308911,-0.0111488,0.802704,0.000155302,-0.00542811,0.20016
-0.426731,1.03762,-0.997286,0.0724879,-0.29439,0.00309627,0.595864,-0.00308436,-0.011157,0.803002,-0.00118935,-0.00577037,0.200479
-0.426731,1.03762,-0.997286,0.0724879,-0.29439,0.00309627,0.59546,-0.00307932,-0.0111646,0.803301,9.35166e-05,-0.00550459,0.200853
-0.425917,1.03461,-0.997267,0.073614,-0.295231,0.00294683,0.595056,-0.0030745,-0.011173,0.8036,-0.00122451,-0.00584726,0.201172
-0.425917,1.03461,-0.997267,0.073614,-0.295231,0.00294683,0.594652,-0.00306936,-0.0111808,0.8039,6.24633e-05,-0.00558894,0.201546
-0.425092,1.03159,-0.997249,0.0747429,-0.296072,0.00280991,0.594246,-0.00306444,-0.0111893,0.8042,-0.00127073,-0.00594142,0.201864
-0.425092,1.03159,-0.997249,0.0747429,-0.296072,0.00280991,0.593839,-0.00305915,-0.0111973,0.8045,8.427e-05,-0.0056701,0.202238
-0.424255,1.02857,-0.997232,0.0758683,-0.2969,0.00265662,0.593432,-0.00305404,-0.0112059,0.8048,-0.00123645,-0.0060231,0.202556
-0.424255,1.02857,-0.997232,0.0758683,-0.2969,0.00265662,0.593024,-0.00304858,-0.0112139,0.805101,9.0241e-05,-0.00575938,0.20293
-0.423407,1.02554,-0.997217,0.076965,-0.297583,0.0025128,0.592615,-0.00304327,-0.0112226,0.805402,-0.00120969,-0.00610757,0.203248
-0.423407,1.02554,-0.997217,0.076965,-0.297583,0.0025128,0.592205,-0.00303781,-0.011231,0.805704,-9.35729e-05,-0.00584302,0.203622
-0.422548,1.0225,-0.997204,0.078076,-0.298345,0.0023682,0.591794,-0.00303274,-0.0112403,0.806005,-0.00149925,-0.00618113,0.20394
-0.422548,1.0225,-0.997204,0.078076,-0.298345,0.0023682,0.591382,-0.00302748,-0.0112491,0.806307,-0.00026108,-0.0058977,0.204313
-0.421678,1.01945,-0.997191,0.0792154,-0.299174,0.0022184,0.59097,-0.00302253,-0.0112588,0.806609,-0.0016342,-0.00623917,0.204631
-0.421678,1.01945,-0.997191,0.0792154,-0.299174,0.0022184,0.590557,-0.00301731,-0.0112679,0.806912,-0.000322048,-0.00596047,0.205004
-0.420796,1.01639,-0.997181,0.0803476,-0.29999,0.0020743,0.590142,-0.00301228,-0.0112777,0.807215,-0.00163947,-0.00630573,0.205322
-0.420796,1.01639,-0.997181,0.0803476,-0.29999,0.0020743,0.589727,-0.0030069,-0.0112869,0.807518,-0.000260234,-0.00602559,0.205694
-0.419902,1.01333,-0.997171,0.0815105,-0.30089,0.00194073,0.589311,-0.00300166,-0.0112967,0.807821,-0.00158672,-0.00638427,0.206012
-0.419902,1.01333,-0.997171,0.0815105,-0.30089,0.00194073,0.588895,-0.00299597,-0.0113057,0.808125,-0.000128559,-0.00611435,0.206385
-0.418997,1.01026,-0.997163,0.0825886,-0.301502,0.00179289,0.588477,-0.0029903,-0.0113152,0.808429,-0.00135931,-0.00646946,0.206702
-0.418997,1.01026,-0.997163,0.0825886,-0.301502,0.00179289,0.588059,-0.00298436,-0.0113243,0.808734,-0.000168698,-0.00619478,0.207074
-0.418081,1.00718,-0.997157,0.083686,-0.302137,0.00165252,0.587639,-0.00297878,-0.0113342,0.809038,-0.00160478,-0.00655087,0.207392
-0.418081,1.00718,-0.997157,0.083686,-0.302137,0.00165252,0.587219,-0.00297314,-0.0113439,0.809343,-0.00046943,-0.00625258,0.207764
-0.417153,1.0041,-0.997151,0.0848752,-0.303116,0.00151456,0.586798,-0.00296795,-0.0113546,0.809648,-0.00193948,-0.00659487,0.208081
-0.417153,1.0041,-0.997151,0.0848752,-0.303116,0.00151456,0.586376,-0.0029624,-0.0113646,0.809954,-0.000469878,-0.00631928,0.208452
-0.416214,1.001,-0.997148,0.0860165,-0.303907,0.00136933,0.585954,-0.00295688,-0.0113751,0.810259,-0.00172118,-0.00668262,0.208769
-0.416214,1.001,-0.997148,0.0860165,-0.303907,0.00136933,0.58553,-0.00295088,-0.0113848,0.810566,-0.000273108,-0.00640251,0.20914
-0.415263,0.997904,-0.997145,0.0871905,-0.3048,0.00122841,0.585105,-0.00294495,-0.0113951,0.810872,-0.00157055,-0.00676981,0.209457
-0.415263,0.997904,-0.997145,0.0871905,-0.3048,0.00122841,0.58468,-0.0029385,-0.0114046,0.811178,-4.77956e-05,-0.00649639,0.209828
-0.414301,0.994796,-0.997144,0.0882812,-0.305391,0.00109596,0.584254,-0.002932,-0.0114144,0.811485,-0.00127496,-0.00686285,0.210145
-0.414301,0.994796,-0.997144,0.0882812,-0.305391,0.00109596,0.583827,-0.00292527,-0.0114239,0.811793,-0.000131593,-0.00659652,0.210516
-0.413327,0.991681,-0.997143,0.0894159,-0.306136,0.000961076,0.583399,-0.00291891,-0.0114343,0.8121,-0.00155827,-0.00694954,0.210833
-0.413327,0.991681,-0.997143,0.0894159,-0.306136,0.000961076,0.58297,-0.00291233,-0.0114442,0.812408,-0.000254586,-0.0066528,0.211203
-0.412341,0.988558,-0.997145,0.0905815,-0.306965,0.000818877,0.582541,-0.002906,-0.0114548,0.812716,-0.00161879,-0.00700114,0.211519
-0.412341,0.988558,-0.997145,0.0905815,-0.306965,0.000818877,0.58211,-0.00289934,-0.0114648,0.813024,-0.000235463,-0.00671899,0.21189
-0.411344,0.985428,-0.997147,0.091766,-0.307835,0.000685934,0.581765,-0.00289403,-0.0114731,0.813271,-0.00130944,-0.00701502,0.212143
-0.411344,0.985428,-0.997147,0.091766,-0.307835,0.000685934,0.581247,-0.00288595,-0.0114857,0.813641,-0.000283417,-0.00686254,0.212586
-0.410335,0.98229,-0.997151,0.092917,-0.308607,0.000558274,0.580814,-0.00287911,-0.0114964,0.81395,-0.00145298,-0.00719892,0.2129
-0.410335,0.98229,-0.997151,0.092917,-0.308607,0.000558274,0.58038,-0.00287176,-0.0115062,0.81426,4.81919e-05,-0.00689829,0.213269
-0.409315,0.979146,-0.997156,0.0940254,-0.309203,0.000423108,0.579945,-0.00286446,-0.0115165,0.814569,-0.0012251,-0.00725654,0.213584
-0.409315,0.979146,-0.997156,0.0940254,-0.309203,0.000423108,0.579509,-0.00285692,-0.0115262,0.814879,-1.32224e-06,-0.00695736,0.213953
-0.408282,0.975994,-0.997162,0.0951761,-0.309943,0.000297993,0.579073,-0.00284975,-0.0115368,0.815189,-0.0014645,-0.00731553,0.214268
-0.408282,0.975994,-0.997162,0.0951761,-0.309943,0.000297993,0.578635,-0.00284237,-0.011547,0.8155,-0.000145786,-0.00701094,0.214637
-0.407238,0.972835,-0.997169,0.0963349,-0.310685,0.000166294,0.578197,-0.00283528,-0.011558,0.81581,-0.00156928,-0.00737485,0.214951
-0.407238,0.972835,-0.997169,0.0963349,-0.310685,0.000166294,0.577758,-0.00282794,-0.0115684,0.816121,-0.00024476,-0.00707865,0.21532
-0.406183,0.969668,-0.997177,0.097454,-0.3113,4.79522e-05,0.577318,-0.00282084,-0.0115796,0.816432,-0.00163041,-0.00744099,0.215635
-0.406183,0.969668,-0.997177,0.097454,-0.3113,4.79522e-05,0.576877,-0.00281355,-0.0115904,0.816744,-0.000378202,-0.00713164,0.216004
-0.405115,0.966495,-0.997186,0.0986905,-0.312269,-8.35551e-05,0.576435,-0.00280662,-0.011602,0.817056,-0.00184683,-0.00749567,0.216318
-0.405115,0.966495,-0.997186,0.0986905,-0.312269,-8.35551e-05,0.575993,-0.00279924,-0.0116129,0.817368,-0.0002503,-0.0071998,0.216687
-0.404036,0.963315,-0.997197,0.0998727,-0.313051,-0.000202352,0.575549,-0.00279178,-0.0116241,0.81768,-0.00147883,-0.0075746,0.217001
-0.404036,0.963315,-0.997197,0.0998727,-0.313051,-0.000202352,0.575105,-0.00278379,-0.0116344,0.817992,2.49957e-05,-0.00728987,0.21737
-0.402944,0.960127,-0.997208,0.101017,-0.313703,-0.000321094,0.57466,-0.00277582,-0.0116452,0.818305,-0.0012803,-0.00767303,0.217685
-0.402944,0.960127,-0.997208,0.101017,-0.313703,-0.000321094,0.574214,-0.00276751,-0.0116554,0.818618,8.27843e-05,-0.0073723,0.218053
-0.401841,0.956933,-0.997221,0.102152,-0.314328,-0.000441649,0.573767,-0.0027594,-0.0116663,0.818931,-0.00131207,-0.00774211,0.218367
-0.401841,0.956933,-0.997221,0.102152,-0.314328,-0.000441649,0.573319,-0.00275111,-0.0116768,0.819245,-7.15434e-05,-0.00744278,0.218735
-0.400726,0.953732,-0.997234,0.103351,-0.315113,-0.000556103,0.57296,-0.00274465,-0.0116857,0.819495,-0.00125258,-0.00774177,0.218986
-0.400726,0.953732,-0.997234,0.103351,-0.315113,-0.000556103,0.572421,-0.00273507,-0.0116995,0.819872,-0.000363306,-0.00756964,0.219427
-0.399599,0.950523,-0.997249,0.104566,-0.315958,-0.000667105,0.57197,-0.00272718,-0.0117114,0.820186,-0.00165563,-0.00791186,0.219739
-0.399599,0.950523,-0.997249,0.104566,-0.315958,-0.000667105,0.571519,-0.00271879,-0.0117224,0.820501,-4.69917e-05,-0.007593,0.220106
-0.398459,0.947308,-0.997264,0.105731,-0.316626,-0.000777323,0.571067,-0.00271034,-0.0117337,0.820815,-0.00129021,-0.00796077,0.220418
-0.398459,0.947308,-0.997264,0.105731,-0.316626,-0.000777323,0.570614,-0.0027015,-0.0117442,0.82113,0.000114358,-0.00765712,0.220785
-0.397308,0.944086,-0.997281,0.106852,-0.317146,-0.000885247,0.57016,-0.00269282,-0.0117554,0.821445,-0.00126601,-0.00803231,0.221098
-0.397308,0.944086,-0.997281,0.106852,-0.317146,-0.000885247,0.569705,-0.002684,-0.0117662,0.821761,-5.4325e-05,-0.00770779,0.221465
-0.396145,0.940858,-0.997298,0.108089,-0.318002,-0.000993609,0.569249,-0.00267561,-0.011778,0.822076,-0.00157817,-0.00807313,0.221777
-0.396145,0.940858,-0.997298,0.108089,-0.318002,-0.000993609,0.568793,-0.00266693,-0.0117892,0.822392,-0.00011917,-0.00776604,0.222144
-0.39497,0.937622,-0.997316,0.109252,-0.318631,-0.00109471,0.568335,-0.00265837,-0.011801,0.822708,-0.00146474,-0.00814455,0.222457
-0.39497,0.937622,-0.997316,0.109252,-0.318631,-0.00109471,0.567877,-0.00264949,-0.0118121,0.823025,-8.37721e-05,-0.00782547,0.222824
-0.393782,0.93438,-0.997335,0.110496,-0.319469,-0.00119507,0.567418,-0.00264084,-0.011824,0.823341,-0.00152174,-0.00820633,0.223136
-0.393782,0.93438,-0.997335,0.110496,-0.319469,-0.00119507,0.566958,-0.00263179,-0.0118351,0.823658,1.16388e-05,-0.00789791,0.223504
-0.392583,0.931132,-0.997355,0.11165,-0.32005,-0.00129498,0.566497,-0.00262276,-0.0118468,0.823975,-0.00129542,-0.00828041,0.223816
-0.392583,0.931132,-0.997355,0.11165,-0.32005,-0.00129498,0.566035,-0.00261347,-0.0118579,0.824292,-3.74306e-05,-0.00798834,0.224183
-0.391371,0.927876,-0.997376,0.112799,-0.320596,-0.00139405,0.565572,-0.00260445,-0.0118699,0.824609,-0.0014466,-0.00835686,0.224496
-0.391371,0.927876,-0.997376,0.112799,-0.320596,-0.00139405,0.565109,-0.00259529,-0.0118814,0.824927,-0.000198888,-0.00802581,0.224862
-0.390147,0.924614,-0.997397,0.114003,-0.321283,-0.00148324,0.564644,-0.00258652,-0.0118939,0.825245,-0.0017157,-0.00839858,0.225175
-0.390147,0.924614,-0.997397,0.114003,-0.321283,-0.00148324,0.564179,-0.00257759,-0.0119059,0.825563,-0.000379842,-0.00807478,0.225541
-0.38891,0.921346,-0.997419,0.115261,-0.322116,-0.0015783,0.563806,-0.00257056,-0.0119158,0.825817,-0.00153329,-0.00837866,0.225792
-0.38891,0.921346,-0.997419,0.115261,-0.322116,-0.0015783,0.563246,-0.00255991,-0.0119309,0.8262,-0.00039044,-0.00818404,0.22623
-0.387662,0.918071,-0.997442,0.116513,-0.322914,-0.00166493,0.562778,-0.00255091,-0.0119437,0.826518,-0.00165562,-0.00855931,0.226541
-0.387662,0.918071,-0.997442,0.116513,-0.322914,-0.00166493,0.562309,-0.00254132,-0.0119553,0.826837,3.37284e-06,-0.00823786,0.226906
-0.3864,0.91479,-0.997466,0.117683,-0.323471,-0.00175238,0.561839,-0.00253164,-0.0119673,0.827156,-0.00122934,-0.00862138,0.227217
-0.3864,0.91479,-0.997466,0.117683,-0.323471,-0.00175238,0.561368,-0.00252162,-0.0119787,0.827476,6.30365e-05,-0.00832706,0.227582
-0.385127,0.911502,-0.99749,0.118845,-0.323994,-0.00183803,0.560897,-0.00251185,-0.0119909,0.827795,-0.00136088,-0.00870873,0.227894
-0.385127,0.911502,-0.99749,0.118845,-0.323994,-0.00183803,0.560424,-0.00250192,-0.0120026,0.828115,-6.98709e-05,-0.00836434,0.228259
-0.383841,0.908208,-0.997515,0.120089,-0.324726,-0.00191542,0.560046,-0.00249416,-0.0120124,0.828371,-0.00128703,-0.00866901,0.228508
-0.383841,0.908208,-0.997515,0.120089,-0.324726,-0.00191542,0.559477,-0.00248262,-0.0120275,0.828755,-0.000293659,-0.00845723,0.228945
-0.382543,0.904908,-0.99754,0.121329,-0.32544,-0.00199121,0.559002,-0.00247308,-0.0120405,0.829075,-0.00166812,-0.00882863,0.229255
-0.382543,0.904908,-0.99754,0.121329,-0.32544,-0.00199121,0.558526,-0.00246316,-0.0120527,0.829396,-0.000133876,-0.00849191,0.229619
-0.381232,0.901602,-0.997566,0.122605,-0.326224,-0.00206783,0.558049,-0.00245331,-0.0120654,0.829717,-0.00148807,-0.00887981,0.229929
-0.381232,0.901602,-0.997566,0.122605,-0.326224,-0.00206783,0.557571,-0.00244296,-0.0120772,0.830038,0.000139504,-0.00855234,0.230293
-0.379909,0.898289,-0.997593,0.12378,-0.32673,-0.00214405,0.557092,-0.00243256,-0.0120893,0.830359,-0.0011443,-0.00894458,0.230603
-0.379909,0.898289,-0.997593,0.12378,-0.32673,-0.00214405,0.556613,-0.00242188,-0.0121009,0.83068,0.000131865,-0.00863372,0.230967
-0.378573,0.89497,-0.99762,0.125003,-0.327346,-0.00221618,0.556133,-0.00241151,-0.0121134,0.831002,-0.00135556,-0.00902396,0.231277
-0.378573,0.89497,-0.99762,0.125003,-0.327346,-0.00221618,0.555651,-0.00240093,-0.0121254,0.831324,4.05897e-05,-0.00867701,0.231641
-0.377224,0.891645,-0.997647,0.126233,-0.327972,-0.00228858,0.555169,-0.00239061,-0.0121381,0.831645,-0.00144252,-0.00906893,0.231951
-0.377224,0.891645,-0.997647,0.126233,-0.327972,-0.00228858,0.554686,-0.00238006,-0.0121503,0.831968,-3.35843e-05,-0.00872606,0.232315
-0.375863,0.888314,-0.997675,0.127516,-0.328722,-0.0023536,0.554299,-0.00237171,-0.0121604,0.832225,-0.00121216,-0.00904563,0.232563
-0.375863,0.888314,-0.997675,0.127516,-0.328722,-0.0023536,0.553717,-0.00235911,-0.0121756,0.832612,-8.53445e-05,-0.00883865,0.232999
-0.374489,0.884977,-0.997704,0.128794,-0.329438,-0.00241103,0.553232,-0.00234855,-0.0121886,0.832935,-0.00141555,-0.00922504,0.233308
-0.374489,0.884977,-0.997704,0.128794,-0.329438,-0.00241103,0.552745,-0.0023375,-0.0122007,0.833258,0.000206143,-0.00888007,0.233671
-0.373102,0.881634,-0.997733,0.129974,-0.329895,-0.00247683,0.552257,-0.00232644,-0.0122131,0.833581,-0.00110101,-0.00927108,0.23398
-0.373102,0.881634,-0.997733,0.129974,-0.329895,-0.00247683,0.551769,-0.00231514,-0.0122249,0.833904,0.000209667,-0.00893056,0.234344
-0.371702,0.878285,-0.997762,0.131211,-0.330478,-0.00253053,0.55128,-0.00230417,-0.0122377,0.834228,-0.001331,-0.00932908,0.234653
-0.371702,0.878285,-0.997762,0.131211,-0.330478,-0.00253053,0.55079,-0.00229305,-0.0122499,0.834551,4.05024e-05,-0.00897379,0.235017
-0.37029,0.87493,-0.997792,0.132494,-0.331159,-0.00258505,0.550298,-0.00228222,-0.0122631,0.834875,-0.00148061,-0.00937245,0.235326
-0.37029,0.87493,-0.997792,0.132494,-0.331159,-0.00258505,0.549806,-0.00227114,-0.0122756,0.835199,-9.88609e-06,-0.00902873,0.23569
-0.368865,0.87157,-0.997822,0.133703,-0.331657,-0.00262644,0.549314,-0.00226021,-0.0122888,0.835523,-0.00144452,-0.00943271,0.236
-0.368865,0.87157,-0.997822,0.133703,-0.331657,-0.00262644,0.54882,-0.00224907,-0.0123014,0.835847,-6.54796e-05,-0.00907676,0.236363
-0.367427,0.868204,-0.997852,0.135074,-0.332521,-0.00268559,0.548325,-0.00223821,-0.012315,0.836172,-0.00160257,-0.00948484,0.236673
-0.367427,0.868204,-0.997852,0.135074,-0.332521,-0.00268559,0.54783,-0.00222691,-0.0123276,0.836496,0.00010062,-0.00914299,0.237036
-0.365975,0.864832,-0.997883,0.136244,-0.332893,-0.00272584,0.547333,-0.00221549,-0.0123405,0.836821,-0.00118043,-0.00955382,0.237346
-0.365975,0.864832,-0.997883,0.136244,-0.332893,-0.00272584,0.546836,-0.00220382,-0.0123528,0.837146,0.000110515,-0.00921095,0.237709
-0.364511,0.861454,-0.997913,0.137535,-0.33353,-0.00277897,0.546337,-0.00219251,-0.0123662,0.837471,-0.00146742,-0.00962246,0.238019
-0.364511,0.861454,-0.997913,0.137535,-0.33353,-0.00277897,0.545838,-0.002181,-0.012379,0.837796,-4.36146e-06,-0.00926182,0.238382
-0.363034,0.858071,-0.997944,0.138824,-0.334159,-0.00281869,0.545338,-0.00216967,-0.0123925,0.838122,-0.00147509,-0.00966884,0.238691
-0.363034,0.858071,-0.997944,0.138824,-0.334159,-0.00281869,0.544837,-0.00215805,-0.0124053,0.838447,1.61679e-05,-0.00932149,0.239055
-0.361544,0.854682,-0.997976,0.140135,-0.334825,-0.0028571,0.544335,-0.00214656,-0.0124188,0.838773,-0.00142135,-0.00973453,0.239365
-0.361544,0.854682,-0.997976,0.140135,-0.334825,-0.0028571,0.543833,-0.0021347,-0.0124316,0.839099,9.59382e-05,-0.00940292,0.239728
-0.360041,0.851287,-0.998007,0.141469,-0.335525,-0.00289297,0.543329,-0.00212289,-0.0124449,0.839425,-0.00126337,-0.00980916,0.240037
-0.360041,0.851287,-0.998007,0.141469,-0.335525,-0.00289297,0.542824,-0.0021106,-0.0124573,0.839751,0.000388314,-0.00946143,0.240401
-0.358524,0.847888,-0.998039,0.142614,-0.335765,-0.00292893,0.542319,-0.00209825,-0.01247,0.840078,-0.000945246,-0.00987683,0.24071
-0.358524,0.847888,-0.998039,0.142614,-0.335765,-0.00292893,0.541813,-0.00208587,-0.0124825,0.840404,0.0001066,-0.00954448,0.241073
-0.356994,0.844482,-0.998071,0.143931,-0.336403,-0.00295871,0.541305,-0.00207404,-0.0124964,0.840731,-0.00155771,-0.0099441,0.241382
-0.356994,0.844482,-0.998071,0.143931,-0.336403,-0.00295871,0.540797,-0.0020621,-0.0125097,0.841058,-9.54893e-05,-0.00956459,0.241745
-0.355451,0.841072,-0.998103,0.145285,-0.337102,-0.00299692,0.540288,-0.00205038,-0.0125239,0.841384,-0.00160868,-0.00997897,0.242055
-0.355451,0.841072,-0.998103,0.145285,-0.337102,-0.00299692,0.539778,-0.0020383,-0.0125372,0.841712,2.15436e-06,-0.00961856,0.242417
-0.353895,0.837656,-0.998135,0.146583,-0.337654,-0.00301257,0.539267,-0.00202624,-0.012551,0.842039,-0.00136495,-0.0100348,0.242726
-0.353895,0.837656,-0.998135,0.146583,-0.337654,-0.00301257,0.538755,-0.0020138,-0.0125639,0.842366,0.000171294,-0.00967191,0.243089
-0.352325,0.834235,-0.998167,0.147974,-0.338416,-0.00304281,0.538243,-0.00200147,-0.0125775,0.842694,-0.0012732,-0.0100937,0.243398
-0.352325,0.834235,-0.998167,0.147974,-0.338416,-0.00304281,0.537729,-0.00198862,-0.01259,0.843021,0.000483985,-0.00973509,0.24376
-0.350742,0.830808,-0.998199,0.14918,-0.338741,-0.00306466,0.537214,-0.00197562,-0.0126028,0.843349,-0.000778509,-0.0101518,0.244069
-0.350742,0.830808,-0.998199,0.14918,-0.338741,-0.00306466,0.536699,-0.00196236,-0.0126149,0.843677,0.00052692,-0.0097966,0.244431
-0.349146,0.827377,-0.998231,0.150649,-0.339634,-0.00308341,0.536183,-0.00194943,-0.0126281,0.844005,-0.00103357,-0.0102087,0.24474
-0.349146,0.827377,-0.998231,0.150649,-0.339634,-0.00308341,0.535665,-0.00193601,-0.0126401,0.844334,0.00078812,-0.00984292,0.245102
-0.347536,0.82394,-0.998263,0.151959,-0.340164,-0.00310459,0.535147,-0.00192241,-0.0126525,0.844662,-0.000500522,-0.0102768,0.24541
-0.347536,0.82394,-0.998263,0.151959,-0.340164,-0.00310459,0.534628,-0.00190836,-0.0126639,0.84499,0.00101925,-0.00993801,0.245771
