p_x,p_y,p_z,dp_x,dp_y,dp_z,q_w,q_x,q_y,q_z,omega_x,omega_y,omega_z
-0.448888,1.30189,-1.00161,-0.0551507,-0.196009,-0.0100236,0.661874,-0.00212033,-0.0108136,0.749535,-0.00110477,0.00481608,0.12781
-0.449318,1.29985,-1.00167,-0.0536358,-0.197072,-0.00946901,0.661634,-0.00213526,-0.0108084,0.749746,-0.00207757,0.00450405,0.12813
-0.449318,1.29985,-1.00167,-0.0536358,-0.197072,-0.00946901,0.661393,-0.0021498,-0.0108028,0.749958,-0.00103263,0.00470559,0.128505
-0.449734,1.2978,-1.00172,-0.0521183,-0.198115,-0.00892998,0.661152,-0.0021644,-0.0107977,0.750171,-0.00200882,0.00437737,0.128825
-0.449734,1.2978,-1.00172,-0.0521183,-0.198115,-0.00892998,0.66091,-0.00217863,-0.0107922,0.750384,-0.000980058,0.00458481,0.129201
-0.450135,1.29573,-1.00177,-0.0505996,-0.199131,-0.00838209,0.660668,-0.00219294,-0.0107871,0.750598,-0.00194767,0.00426482,0.129522
-0.450135,1.29573,-1.00177,-0.0505996,-0.199131,-0.00838209,0.660424,-0.00220692,-0.0107817,0.750812,-0.000947926,0.00449046,0.129898
-0.450522,1.29366,-1.00181,-0.0491052,-0.200154,-0.00786114,0.66018,-0.00222106,-0.0107768,0.751027,-0.00194222,0.00418232,0.130219
-0.450522,1.29366,-1.00181,-0.0491052,-0.200154,-0.00786114,0.659935,-0.00223489,-0.0107714,0.751242,-0.000945355,0.00440003,0.130596
-0.450895,1.29158,-1.00184,-0.0476414,-0.201279,-0.00733724,0.65969,-0.00224886,-0.0107667,0.751458,-0.00193448,0.00408844,0.130916
-0.450895,1.29158,-1.00184,-0.0476414,-0.201279,-0.00733724,0.659443,-0.00226238,-0.0107614,0.751674,-0.000836056,0.00426526,0.131293
-0.451253,1.28948,-1.00188,-0.0461608,-0.202327,-0.00681975,0.659196,-0.00227585,-0.0107566,0.751891,-0.00177973,0.00392451,0.131614
-0.451253,1.28948,-1.00188,-0.0461608,-0.202327,-0.00681975,0.658949,-0.00228893,-0.0107514,0.752108,-0.000770129,0.0041137,0.131991
-0.451597,1.28738,-1.0019,-0.0446632,-0.203201,-0.0063068,0.6587,-0.00230206,-0.0107467,0.752325,-0.00172263,0.00379169,0.132312
-0.451597,1.28738,-1.0019,-0.0446632,-0.203201,-0.0063068,0.658451,-0.00231501,-0.0107417,0.752543,-0.000832686,0.00405527,0.13269
-0.451928,1.28526,-1.00193,-0.0432008,-0.204251,-0.00580782,0.658201,-0.00232833,-0.0107373,0.752762,-0.00192191,0.00377392,0.133012
-0.451928,1.28526,-1.00193,-0.0432008,-0.204251,-0.00580782,0.65795,-0.00234147,-0.0107326,0.752981,-0.000931482,0.00401104,0.13339
-0.452244,1.28314,-1.00195,-0.0417536,-0.205278,-0.00531302,0.657699,-0.0023548,-0.0107284,0.753201,-0.00195975,0.00370896,0.133712
-0.452244,1.28314,-1.00195,-0.0417536,-0.205278,-0.00531302,0.657447,-0.00236785,-0.0107239,0.753421,-0.00094694,0.00392799,0.134089
-0.452547,1.28101,-1.00196,-0.0403044,-0.206287,-0.00483103,0.657194,-0.00238104,-0.0107198,0.753642,-0.00195033,0.00361583,0.134411
-0.452547,1.28101,-1.00196,-0.0403044,-0.206287,-0.00483103,0.65694,-0.00239393,-0.0107154,0.753863,-0.000939398,0.0038396,0.134789
-0.452836,1.27886,-1.00197,-0.0388881,-0.207403,-0.00436451,0.656686,-0.00240698,-0.0107115,0.754084,-0.00196397,0.0035275,0.135111
-0.452836,1.27886,-1.00197,-0.0388881,-0.207403,-0.00436451,0.656431,-0.00241958,-0.0107072,0.754306,-0.00084633,0.00371145,0.135489
-0.453111,1.27671,-1.00198,-0.0374488,-0.208357,-0.00389775,0.656175,-0.00243216,-0.0107033,0.754529,-0.00180355,0.00337349,0.135811
-0.453111,1.27671,-1.00198,-0.0374488,-0.208357,-0.00389775,0.655919,-0.0024444,-0.010699,0.754752,-0.000804947,0.00359719,0.13619
-0.453373,1.27454,-1.00198,-0.0360357,-0.209373,-0.00343254,0.655661,-0.00245682,-0.0106952,0.754975,-0.00184294,0.00328716,0.136512
-0.453373,1.27454,-1.00198,-0.0360357,-0.209373,-0.00343254,0.655403,-0.00246894,-0.0106911,0.755199,-0.000822926,0.00350263,0.136891
-0.453622,1.27237,-1.00198,-0.0346233,-0.210393,-0.00299335,0.655145,-0.00248124,-0.0106876,0.755424,-0.00187511,0.00318314,0.137213
-0.453622,1.27237,-1.00198,-0.0346233,-0.210393,-0.00299335,0.654885,-0.00249322,-0.0106837,0.755649,-0.000834344,0.00340223,0.137592
-0.453856,1.27018,-1.00197,-0.0332244,-0.211411,-0.00254497,0.654625,-0.00250535,-0.0106803,0.755874,-0.00187329,0.00308535,0.137915
-0.453856,1.27018,-1.00197,-0.0332244,-0.211411,-0.00254497,0.654364,-0.00251716,-0.0106765,0.7561,-0.000835267,0.00329838,0.138294
-0.454078,1.26799,-1.00197,-0.0318232,-0.212379,-0.00212595,0.654102,-0.0025291,-0.0106733,0.756327,-0.00185599,0.00298133,0.138617
-0.454078,1.26799,-1.00197,-0.0318232,-0.212379,-0.00212595,0.65384,-0.00254077,-0.0106697,0.756554,-0.000866598,0.00320952,0.138996
-0.454286,1.26578,-1.00195,-0.0304747,-0.213594,-0.0017018,0.653576,-0.00255266,-0.0106667,0.756781,-0.00193216,0.00290124,0.139319
-0.454286,1.26578,-1.00195,-0.0304747,-0.213594,-0.0017018,0.653312,-0.002564,-0.0106632,0.757009,-0.000706496,0.00305144,0.139698
-0.454481,1.26357,-1.00194,-0.0290879,-0.214551,-0.0012924,0.653048,-0.00257513,-0.0106601,0.757237,-0.00160995,0.00269301,0.140022
-0.454481,1.26357,-1.00194,-0.0290879,-0.214551,-0.0012924,0.652782,-0.00258579,-0.0106564,0.757466,-0.000546895,0.00289753,0.140401
-0.454663,1.26134,-1.00192,-0.0276993,-0.215411,-0.000881708,0.652516,-0.00259657,-0.0106533,0.757696,-0.00159165,0.00257356,0.140724
-0.454663,1.26134,-1.00192,-0.0276993,-0.215411,-0.000881708,0.652249,-0.0026072,-0.0106499,0.757926,-0.000677895,0.00283404,0.141103
-0.454832,1.2591,-1.0019,-0.026336,-0.216411,-0.000490918,0.651981,-0.00261822,-0.0106472,0.758156,-0.00182144,0.00254766,0.141427
-0.454832,1.2591,-1.0019,-0.026336,-0.216411,-0.000490918,0.651713,-0.00262911,-0.0106443,0.758387,-0.000844847,0.00278674,0.141806
-0.454988,1.25686,-1.00187,-0.0249968,-0.217555,-0.000107053,0.651444,-0.00264027,-0.0106419,0.758618,-0.00192984,0.00248691,0.14213
-0.454988,1.25686,-1.00187,-0.0249968,-0.217555,-0.000107053,0.651174,-0.00265097,-0.0106391,0.75885,-0.000741138,0.00267785,0.142509
-0.45513,1.2546,-1.00184,-0.0236478,-0.218483,0.000250841,0.650903,-0.00266162,-0.0106366,0.759082,-0.00171695,0.00234016,0.142833
-0.45513,1.2546,-1.00184,-0.0236478,-0.218483,0.000250841,0.650632,-0.00267191,-0.0106337,0.759314,-0.000699999,0.0025544,0.143213
-0.45526,1.25234,-1.00181,-0.0223138,-0.21956,0.000619083,0.65036,-0.0026824,-0.0106315,0.759547,-0.00177456,0.00223759,0.143537
-0.45526,1.25234,-1.00181,-0.0223138,-0.21956,0.000619083,0.650087,-0.00269253,-0.0106288,0.759781,-0.000707618,0.00242594,0.143917
-0.455378,1.25006,-1.00178,-0.0209796,-0.220529,0.000965402,0.649813,-0.00270272,-0.0106267,0.760015,-0.0017144,0.00209886,0.144241
-0.455378,1.25006,-1.00178,-0.0209796,-0.220529,0.000965402,0.649538,-0.00271253,-0.0106242,0.76025,-0.000632499,0.00231885,0.144622
-0.455482,1.24778,-1.00174,-0.0196517,-0.22152,0.00131091,0.649263,-0.00272248,-0.0106221,0.760485,-0.00169072,0.00200316,0.144946
-0.455482,1.24778,-1.00174,-0.0196517,-0.22152,0.00131091,0.648987,-0.00273212,-0.0106197,0.76072,-0.000637642,0.00222377,0.145327
-0.455574,1.24548,-1.0017,-0.018336,-0.222514,0.00164657,0.64871,-0.00274193,-0.0106178,0.760956,-0.00171406,0.00190935,0.145651
-0.455574,1.24548,-1.0017,-0.018336,-0.222514,0.00164657,0.648433,-0.00275147,-0.0106156,0.761193,-0.000698413,0.00211818,0.146031
-0.455653,1.24318,-1.00166,-0.0170295,-0.223537,0.00196597,0.648155,-0.00276118,-0.010614,0.76143,-0.00176004,0.00180376,0.146356
-0.455653,1.24318,-1.00166,-0.0170295,-0.223537,0.00196597,0.647876,-0.00277054,-0.010612,0.761667,-0.000672833,0.00200895,0.146736
-0.455719,1.24086,-1.00161,-0.0157234,-0.224524,0.00227599,0.647596,-0.00278,-0.0106105,0.761905,-0.00172057,0.00168625,0.14706
-0.455719,1.24086,-1.00161,-0.0157234,-0.224524,0.00227599,0.647315,-0.00278909,-0.0106086,0.762143,-0.000623475,0.00190425,0.147441
-0.455773,1.23854,-1.00157,-0.0144256,-0.225502,0.00257621,0.647034,-0.00279831,-0.0106072,0.762382,-0.00169062,0.00158629,0.147765
-0.455773,1.23854,-1.00157,-0.0144256,-0.225502,0.00257621,0.646752,-0.00280719,-0.0106054,0.762622,-0.000602282,0.00180848,0.148145
-0.455815,1.2362,-1.00152,-0.0131362,-0.226523,0.00286934,0.646469,-0.00281623,-0.0106041,0.762861,-0.00168341,0.00149247,0.148469
-0.455815,1.2362,-1.00152,-0.0131362,-0.226523,0.00286934,0.646186,-0.00282491,-0.0106024,0.763101,-0.000582094,0.00170086,0.14885
-0.455844,1.23386,-1.00147,-0.0118543,-0.227599,0.00315085,0.645901,-0.00283371,-0.0106012,0.763342,-0.00165315,0.00137671,0.149175
-0.455844,1.23386,-1.00147,-0.0118543,-0.227599,0.00315085,0.645616,-0.0028421,-0.0105996,0.763583,-0.000537018,0.00155903,0.149555
-0.455861,1.23151,-1.00141,-0.0105745,-0.228505,0.0034196,0.64533,-0.0028505,-0.0105985,0.763825,-0.00154111,0.0012296,0.14988
-0.455861,1.23151,-1.00141,-0.0105745,-0.228505,0.0034196,0.645044,-0.00285855,-0.010597,0.764067,-0.00048449,0.00145465,0.150261
-0.455865,1.22914,-1.00136,-0.00930151,-0.229483,0.00368848,0.644756,-0.00286681,-0.0105961,0.764309,-0.00158631,0.00114428,0.150585
-0.455865,1.22914,-1.00136,-0.00930151,-0.229483,0.00368848,0.644468,-0.00287477,-0.0105947,0.764552,-0.000520368,0.00136761,0.150966
-0.455858,1.22677,-1.0013,-0.00803675,-0.230409,0.00392762,0.644179,-0.00288295,-0.010594,0.764796,-0.00163911,0.00105215,0.15129
-0.455858,1.22677,-1.0013,-0.00803675,-0.230409,0.00392762,0.643889,-0.00289088,-0.010593,0.76504,-0.000607851,0.00128281,0.151672
-0.455838,1.22439,-1.00124,-0.00677054,-0.231356,0.00416374,0.643599,-0.00289908,-0.0105926,0.765284,-0.00175793,0.000970728,0.151996
-0.455838,1.22439,-1.00124,-0.00677054,-0.231356,0.00416374,0.643308,-0.00290709,-0.0105919,0.765529,-0.000739283,0.00120233,0.152377
-0.455806,1.22199,-1.00118,-0.00551763,-0.232395,0.00440458,0.643016,-0.00291537,-0.0105919,0.765774,-0.00189627,0.000890295,0.152702
-0.455806,1.22199,-1.00118,-0.00551763,-0.232395,0.00440458,0.642723,-0.00292335,-0.0105915,0.76602,-0.000798566,0.00109275,0.153083
-0.455762,1.21959,-1.00112,-0.00427109,-0.233343,0.00462255,0.642429,-0.00293144,-0.0105917,0.766266,-0.00186921,0.000767641,0.153408
-0.455762,1.21959,-1.00112,-0.00427109,-0.233343,0.00462255,0.642135,-0.00293915,-0.0105914,0.766513,-0.000747808,0.000986682,0.153789
-0.455705,1.21718,-1.00106,-0.0030258,-0.234321,0.00483651,0.64184,-0.002947,-0.0105917,0.76676,-0.00183642,0.000666758,0.154114
-0.455705,1.21718,-1.00106,-0.0030258,-0.234321,0.00483651,0.641544,-0.00295454,-0.0105916,0.767008,-0.000791256,0.000869651,0.154494
-0.455637,1.21475,-1.001,-0.00179047,-0.235291,0.00503718,0.641247,-0.00296225,-0.0105922,0.767256,-0.00187436,0.000551068,0.154819
-0.455637,1.21475,-1.001,-0.00179047,-0.235291,0.00503718,0.64095,-0.00296956,-0.0105922,0.767504,-0.000724016,0.000770102,0.1552
-0.455557,1.21232,-1.00093,-0.000554545,-0.236332,0.00523538,0.640652,-0.00297699,-0.0105928,0.767753,-0.00181257,0.000447918,0.155525
-0.455557,1.21232,-1.00093,-0.000554545,-0.236332,0.00523538,0.640353,-0.00298397,-0.0105928,0.768002,-0.000624828,0.000650211,0.155906
-0.455465,1.20988,-1.00086,0.000672927,-0.237323,0.00540724,0.640113,-0.0029895,-0.010593,0.768202,-0.00147431,0.000383726,0.156166
-0.455465,1.20988,-1.00086,0.000672927,-0.237323,0.00540724,0.639752,-0.00299764,-0.0105935,0.768502,-0.000603547,0.000519373,0.156623
-0.455361,1.20743,-1.0008,0.0018974,-0.238288,0.0055792,0.639451,-0.00300436,-0.0105941,0.768753,-0.00163063,0.000195911,0.156946
-0.455361,1.20743,-1.0008,0.0018974,-0.238288,0.0055792,0.639149,-0.00301064,-0.0105942,0.769004,-0.000460252,0.000412428,0.157327
-0.455245,1.20497,-1.00073,0.00310838,-0.239193,0.00573397,0.638846,-0.003017,-0.0105948,0.769256,-0.00154341,9.12424e-05,0.157651
-0.455245,1.20497,-1.00073,0.00310838,-0.239193,0.00573397,0.638542,-0.00302312,-0.0105951,0.769508,-0.000563175,0.000294738,0.158031
-0.455117,1.2025,-1.00066,0.00432407,-0.240188,0.00589293,0.638238,-0.0030295,-0.0105961,0.76976,-0.00169924,-1.89623e-05,0.158355
-0.455117,1.2025,-1.00066,0.00432407,-0.240188,0.00589293,0.637933,-0.00303552,-0.0105966,0.770013,-0.000529903,0.000205244,0.158736
-0.454978,1.20002,-1.00059,0.00553249,-0.24126,0.00604198,0.637627,-0.00304164,-0.0105977,0.770267,-0.00161598,-0.000110761,0.159061
-0.454978,1.20002,-1.00059,0.00553249,-0.24126,0.00604198,0.63732,-0.00304727,-0.0105982,0.77052,-0.000381417,8.28301e-05,0.159441
-0.454827,1.19753,-1.00052,0.0067397,-0.242392,0.00617929,0.637012,-0.00305289,-0.0105991,0.770775,-0.00144332,-0.000255786,0.159766
-0.454827,1.19753,-1.00052,0.0067397,-0.242392,0.00617929,0.636704,-0.00305785,-0.0105993,0.771029,-8.97007e-05,-7.82143e-05,0.160147
-0.454664,1.19503,-1.00044,0.00793578,-0.243181,0.00629861,0.636395,-0.00306264,-0.0105999,0.771285,-0.00109632,-0.000429559,0.160472
-0.454664,1.19503,-1.00044,0.00793578,-0.243181,0.00629861,0.636085,-0.00306709,-0.0106,0.77154,-4.16784e-05,-0.000193254,0.160854
-0.45449,1.19252,-1.00037,0.00912651,-0.244107,0.00641694,0.635774,-0.00307184,-0.0106009,0.771796,-0.00125839,-0.000503893,0.161179
-0.45449,1.19252,-1.00037,0.00912651,-0.244107,0.00641694,0.635463,-0.00307645,-0.0106015,0.772053,-0.000247802,-0.000278428,0.16156
-0.454304,1.19,-1.0003,0.0103251,-0.245147,0.00652614,0.63515,-0.00308136,-0.0106028,0.77231,-0.00143207,-0.000584836,0.161886
-0.454304,1.19,-1.0003,0.0103251,-0.245147,0.00652614,0.634837,-0.00308592,-0.0106036,0.772567,-0.00022213,-0.000359629,0.162267
-0.454106,1.18747,-1.00023,0.0115057,-0.246079,0.00662406,0.634524,-0.00309057,-0.010605,0.772825,-0.00134717,-0.000682594,0.162592
-0.454106,1.18747,-1.00023,0.0115057,-0.246079,0.00662406,0.634209,-0.0030949,-0.0106059,0.773083,-0.000232004,-0.000465845,0.162974
-0.453897,1.18494,-1.00015,0.0126897,-0.24702,0.00671366,0.633894,-0.00309942,-0.0106075,0.773341,-0.00139284,-0.000787514,0.163299
-0.453897,1.18494,-1.00015,0.0126897,-0.24702,0.00671366,0.633577,-0.00310371,-0.0106088,0.7736,-0.000362845,-0.000579563,0.16368
-0.453676,1.18239,-1.00008,0.0138699,-0.248036,0.00678784,0.63326,-0.00310824,-0.0106108,0.77386,-0.00151687,-0.000893652,0.164005
-0.453676,1.18239,-1.00008,0.0138699,-0.248036,0.00678784,0.632942,-0.00311235,-0.0106122,0.77412,-0.000284663,-0.000674763,0.164387
-0.453444,1.17984,-1.00001,0.0150411,-0.248901,0.00686097,0.632624,-0.00311655,-0.0106142,0.77438,-0.00141685,-0.00100515,0.164712
-0.453444,1.17984,-1.00001,0.0150411,-0.248901,0.00686097,0.632304,-0.00312048,-0.0106158,0.774641,-0.000350997,-0.000776074,0.165094
-0.4532,1.17727,-0.999932,0.0162092,-0.249837,0.0069323,0.631984,-0.00312467,-0.010618,0.774902,-0.00152448,-0.00108423,0.165419
-0.4532,1.17727,-0.999932,0.0162092,-0.249837,0.0069323,0.631663,-0.00312856,-0.0106198,0.775164,-0.000375773,-0.000850218,0.1658
-0.452945,1.1747,-0.999858,0.0173814,-0.250822,0.00698487,0.631342,-0.00313265,-0.0106223,0.775426,-0.00153698,-0.00116471,0.166125
-0.452945,1.1747,-0.999858,0.0173814,-0.250822,0.00698487,0.631019,-0.00313636,-0.0106242,0.775688,-0.000333492,-0.000940063,0.166507
-0.452679,1.17211,-0.999784,0.0185537,-0.251876,0.00703338,0.630696,-0.00314019,-0.0106266,0.775951,-0.00147828,-0.00126484,0.166832
-0.452679,1.17211,-0.999784,0.0185537,-0.251876,0.00703338,0.630371,-0.00314352,-0.0106285,0.776215,-0.000183905,-0.00105916,0.167214
-0.452401,1.16952,-0.999711,0.0197184,-0.25286,0.00707184,0.630047,-0.00314684,-0.0106308,0.776478,-0.00126696,-0.00139556,0.167539
-0.452401,1.16952,-0.999711,0.0197184,-0.25286,0.00707184,0.629721,-0.00314966,-0.0106325,0.776742,-3.56074e-05,-0.00119239,0.167921
-0.452112,1.16692,-0.999637,0.0208735,-0.253751,0.00710739,0.629394,-0.00315253,-0.0106347,0.777007,-0.00115269,-0.00152604,0.168246
-0.452112,1.16692,-0.999637,0.0208735,-0.253751,0.00710739,0.629067,-0.00315507,-0.0106365,0.777272,-4.32654e-05,-0.00130737,0.168628
-0.451811,1.1643,-0.999564,0.0220182,-0.254594,0.00713493,0.628739,-0.00315784,-0.010639,0.777537,-0.00124729,-0.00163014,0.168953
-0.451811,1.1643,-0.999564,0.0220182,-0.254594,0.00713493,0.62841,-0.00316041,-0.0106412,0.777803,-0.000181204,-0.00138908,0.169334
-0.451499,1.16168,-0.999492,0.0231693,-0.255517,0.00714419,0.62808,-0.00316331,-0.0106442,0.77807,-0.0014254,-0.00169956,0.169659
-0.451499,1.16168,-0.999492,0.0231693,-0.255517,0.00714419,0.62775,-0.00316599,-0.0106467,0.778336,-0.000312469,-0.0014627,0.170041
-0.451176,1.15905,-0.99942,0.0243259,-0.256548,0.00715256,0.627418,-0.00316895,-0.01065,0.778603,-0.00153768,-0.00178004,0.170365
-0.451176,1.15905,-0.99942,0.0243259,-0.256548,0.00715256,0.627086,-0.00317152,-0.0106528,0.778871,-0.000286565,-0.00156386,0.170747
-0.450841,1.15641,-0.999348,0.025482,-0.257566,0.00716682,0.626753,-0.00317416,-0.0106561,0.779139,-0.00143836,-0.00189958,0.171071
-0.450841,1.15641,-0.999348,0.025482,-0.257566,0.00716682,0.626419,-0.00317632,-0.0106588,0.779407,-0.000165296,-0.00169452,0.171453
-0.450496,1.15376,-0.999276,0.0266163,-0.258384,0.00715588,0.626085,-0.0031785,-0.0106621,0.779676,-0.0012751,-0.00203028,0.171777
-0.450496,1.15376,-0.999276,0.0266163,-0.258384,0.00715588,0.625749,-0.00318042,-0.010665,0.779945,-0.000258614,-0.00181456,0.172158
-0.450139,1.15111,-0.999206,0.0277437,-0.259184,0.00714253,0.625413,-0.00318267,-0.0106687,0.780214,-0.00148644,-0.00212962,0.172483
-0.450139,1.15111,-0.999206,0.0277437,-0.259184,0.00714253,0.625076,-0.00318476,-0.0106721,0.780484,-0.000432947,-0.00187333,0.172864
-0.44977,1.14844,-0.999136,0.0288874,-0.260174,0.00712276,0.624738,-0.00318725,-0.0106763,0.780755,-0.00173773,-0.00218457,0.173189
-0.44977,1.14844,-0.999136,0.0288874,-0.260174,0.00712276,0.6244,-0.00318948,-0.0106801,0.781025,-0.000539852,-0.00195471,0.173569
-0.449391,1.14576,-0.999066,0.0300234,-0.261097,0.00710333,0.62406,-0.00319187,-0.0106845,0.781297,-0.0017263,-0.00228091,0.173894
-0.449391,1.14576,-0.999066,0.0300234,-0.261097,0.00710333,0.62372,-0.0031939,-0.0106884,0.781568,-0.000513912,-0.00205168,0.174274
-0.449,1.14308,-0.998997,0.0311717,-0.262103,0.00707921,0.623379,-0.00319607,-0.0106929,0.78184,-0.00170201,-0.00238067,0.174599
-0.449,1.14308,-0.998997,0.0311717,-0.262103,0.00707921,0.623037,-0.00319777,-0.0106968,0.782112,-0.000377913,-0.00215487,0.17498
-0.448599,1.14038,-0.99893,0.032299,-0.262998,0.00704662,0.622695,-0.0031995,-0.0107011,0.782385,-0.00151854,-0.00249161,0.175304
-0.448599,1.14038,-0.99893,0.032299,-0.262998,0.00704662,0.622351,-0.00320081,-0.0107049,0.782658,-0.000293257,-0.00226669,0.175685
-0.448186,1.13768,-0.998863,0.0334226,-0.263853,0.00699023,0.622007,-0.00320226,-0.0107093,0.782932,-0.00149561,-0.00260106,0.176009
-0.448186,1.13768,-0.998863,0.0334226,-0.263853,0.00699023,0.621662,-0.00320341,-0.0107133,0.783206,-0.000330159,-0.00236151,0.176389
-0.447762,1.13497,-0.998796,0.0345505,-0.264777,0.00694771,0.621316,-0.0032048,-0.010718,0.78348,-0.00156191,-0.00268346,0.176713
-0.447762,1.13497,-0.998796,0.0345505,-0.264777,0.00694771,0.620969,-0.00320588,-0.0107222,0.783755,-0.000373513,-0.00245423,0.177093
-0.447326,1.13225,-0.998731,0.0356845,-0.265735,0.00689492,0.620691,-0.00320679,-0.0107258,0.783975,-0.00134169,-0.00271794,0.177352
-0.447326,1.13225,-0.998731,0.0356845,-0.265735,0.00689492,0.620274,-0.00320808,-0.0107314,0.784306,-0.000434227,-0.00257348,0.177807
-0.44688,1.12952,-0.998667,0.0368232,-0.266728,0.00683949,0.619924,-0.00320916,-0.0107365,0.784582,-0.00156517,-0.00289601,0.178129
-0.44688,1.12952,-0.998667,0.0368232,-0.266728,0.00683949,0.619574,-0.00320971,-0.0107408,0.784858,-0.000222833,-0.00267,0.178507
-0.446422,1.12678,-0.998604,0.0379283,-0.267543,0.00676622,0.619224,-0.00321027,-0.0107456,0.785135,-0.00135964,-0.00300584,0.17883
-0.446422,1.12678,-0.998604,0.0379283,-0.267543,0.00676622,0.618872,-0.00321052,-0.01075,0.785412,-0.000255253,-0.00278633,0.179208
-0.445954,1.12403,-0.998541,0.039048,-0.268414,0.00670738,0.61852,-0.00321101,-0.0107551,0.785689,-0.0014645,-0.00310502,0.17953
-0.445954,1.12403,-0.998541,0.039048,-0.268414,0.00670738,0.618166,-0.0032112,-0.0107597,0.785967,-0.000268546,-0.00285645,0.179909
-0.445474,1.12128,-0.99848,0.040163,-0.269264,0.00662606,0.617812,-0.00321161,-0.0107649,0.786245,-0.00150606,-0.00317662,0.180232
-0.445474,1.12128,-0.99848,0.040163,-0.269264,0.00662606,0.617458,-0.00321178,-0.0107698,0.786524,-0.000366711,-0.00293151,0.18061
-0.444983,1.11851,-0.99842,0.041302,-0.270297,0.0065516,0.617102,-0.00321224,-0.0107754,0.786803,-0.00162489,-0.00325065,0.180933
-0.444983,1.11851,-0.99842,0.041302,-0.270297,0.0065516,0.616745,-0.00321225,-0.0107803,0.787082,-0.00026071,-0.00301734,0.181311
-0.444481,1.11574,-0.998361,0.042437,-0.271325,0.00647061,0.616388,-0.00321228,-0.0107857,0.787362,-0.00143004,-0.00335948,0.181633
-0.444481,1.11574,-0.998361,0.042437,-0.271325,0.00647061,0.61603,-0.00321172,-0.0107903,0.787642,-1.3532e-05,-0.00314497,0.182012
-0.443968,1.11295,-0.998304,0.0435403,-0.272142,0.00638409,0.615671,-0.00321107,-0.0107954,0.787923,-0.00111556,-0.00349055,0.182335
-0.443968,1.11295,-0.998304,0.0435403,-0.272142,0.00638409,0.615311,-0.00321004,-0.0107999,0.788204,2.46039e-05,-0.00327566,0.182713
-0.443444,1.11016,-0.998247,0.0446469,-0.272974,0.00628922,0.614951,-0.00320922,-0.0108052,0.788485,-0.00119238,-0.00360156,0.183036
-0.443444,1.11016,-0.998247,0.0446469,-0.272974,0.00628922,0.614589,-0.00320812,-0.01081,0.788767,-2.03725e-05,-0.00335314,0.183415
-0.442909,1.10736,-0.998192,0.0457565,-0.27383,0.00618983,0.614227,-0.0032073,-0.0108155,0.789049,-0.00131064,-0.00367827,0.183738
-0.442909,1.10736,-0.998192,0.0457565,-0.27383,0.00618983,0.613864,-0.00320627,-0.0108207,0.789331,-0.000157784,-0.00343203,0.184116
-0.442363,1.10455,-0.998138,0.0468693,-0.274696,0.00609003,0.6135,-0.00320552,-0.0108266,0.789614,-0.00145065,-0.00375755,0.184439
-0.442363,1.10455,-0.998138,0.0468693,-0.274696,0.00609003,0.613136,-0.00320455,-0.0108322,0.789897,-0.00028164,-0.00351073,0.184818
-0.441805,1.10173,-0.998085,0.0479954,-0.275646,0.00598535,0.61277,-0.00320383,-0.0108384,0.79018,-0.0015453,-0.00383289,0.185141
-0.441805,1.10173,-0.998085,0.0479954,-0.275646,0.00598535,0.612404,-0.00320276,-0.0108441,0.790464,-0.000259705,-0.00359249,0.185519
-0.441237,1.09891,-0.998034,0.0490699,-0.276321,0.00588349,0.612037,-0.00320179,-0.0108504,0.790749,-0.00145577,-0.00392271,0.185842
-0.441237,1.09891,-0.998034,0.0490699,-0.276321,0.00588349,0.611669,-0.00320067,-0.0108563,0.791033,-0.000421476,-0.00366835,0.18622
-0.440657,1.09607,-0.997984,0.0501935,-0.277268,0.00576896,0.6113,-0.00319999,-0.0108631,0.791318,-0.00178421,-0.00398765,0.186542
-0.440657,1.09607,-0.997984,0.0501935,-0.277268,0.00576896,0.61093,-0.00319904,-0.0108696,0.791603,-0.000527603,-0.00374026,0.186921
-0.440067,1.09323,-0.997935,0.0513148,-0.278179,0.00565191,0.61056,-0.00319827,-0.0108766,0.791889,-0.00177219,-0.0040745,0.187243
-0.440067,1.09323,-0.997935,0.0513148,-0.278179,0.00565191,0.610188,-0.00319712,-0.0108831,0.792175,-0.000488752,-0.0038352,0.187621
-0.439465,1.09038,-0.997888,0.0524341,-0.279112,0.00553506,0.609816,-0.00319608,-0.0108901,0.792462,-0.00169663,-0.00417066,0.187943
-0.439465,1.09038,-0.997888,0.0524341,-0.279112,0.00553506,0.609443,-0.00319457,-0.0108965,0.792748,-0.000349634,-0.00393746,0.188321
-0.438852,1.08752,-0.997842,0.0535445,-0.279977,0.0054186,0.60907,-0.00319312,-0.0109035,0.793036,-0.00154627,-0.00428363,0.188642
-0.438852,1.08752,-0.997842,0.0535445,-0.279977,0.0054186,0.608695,-0.00319123,-0.0109098,0.793323,-0.000249267,-0.00404412,0.18902
-0.438228,1.08465,-0.997798,0.0546639,-0.280885,0.00529793,0.608319,-0.00318946,-0.0109167,0.793611,-0.00146523,-0.00438117,0.189341
-0.438228,1.08465,-0.997798,0.0546639,-0.280885,0.00529793,0.607943,-0.0031873,-0.010923,0.793899,-0.000218226,-0.00415788,0.189718
-0.437593,1.08177,-0.997755,0.0557665,-0.281699,0.00517317,0.607566,-0.00318526,-0.01093,0.794188,-0.00142639,-0.00449508,0.19004
